"experimentname","subject","condition","session","phase","runningtrial","trial","statement","set","status","repeated_phase2","repeated_phase3","irating","irating.rt","trating","trating.rt","filter"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",764,"Moritz Bleibtreu und Heike Makatsch wurden am gleichen Tag geboren.","SetC","True","No",NA,NA,NA,4,1507,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",765,"Das Domino-Spiel besteht aus 28 Steinen.","SetA","True","Yes",NA,NA,NA,4,499,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",766,"Die längsten Opern stammen von Gioacchino Rossini.","SetC","False","No",NA,NA,NA,3,1401,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",767,"Der hundertjährige Krieg dauerte in Wahrheit nur 93 Jahre.","SetC","False","No",NA,NA,NA,4,1644,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",768,"Ultraschall sind Wellen und Schwingungen unterhalb von 16 Hertz.","SetA","False","Yes",NA,NA,NA,5,1390,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",769,"In Bolivien liegt der höchstgelegene Regierungssitz der Welt.","SetA","True","Yes",NA,NA,NA,4,814,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",770,"Der Prophet Mohammed arbeitete vor seiner religiösen Berufung als Arzt. ","SetA","False","Yes",NA,NA,NA,3,900,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",771,"Der Wassergehalt bei Beeren beträgt 90%.","SetC","True","No",NA,NA,NA,5,1017,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",772,"Das Schnabeltier gehört nicht zur Gattung der Säugetiere.","SetA","False","Yes",NA,NA,NA,6,2511,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",773,"Das älteste noch existierende Parlament der Welt ist das ""Sejm"" in Polen.","SetC","False","No",NA,NA,NA,3,1262,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",774,"März und April sind die heißesten Monate auf den Malediven.","SetA","True","Yes",NA,NA,NA,4,490,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",775,"Der erste Bordcomputer für Autos wurde in Amerika entwickelt. ","SetA","False","Yes",NA,NA,NA,3,624,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",776,"Alle Uhren im Film ""Pulp Fiction"" stehen auf 4.10 Uhr.","SetC","False","No",NA,NA,NA,4,929,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",777,"Borkum ist die größte ostfriesische Insel.","SetC","True","No",NA,NA,NA,5,654,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",778,"Freddie Mercurys richtiger Name lautete Farrokh Bulsara.","SetA","True","Yes",NA,NA,NA,4,1180,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",779,"Bob Dylan arbeitet nebenberuflich als Winzer.","SetA","True","Yes",NA,NA,NA,5,586,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",780,"Papst Johannes Paul II wurde seinerzeit als ""Mann des Jahres"" ausgezeichnet.","SetC","False","No",NA,NA,NA,5,1233,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",781,"Bei Nahrungsmangel kann ein Spulwurm bis zu 95% seines eigenen Körpers verzehren.","SetA","False","Yes",NA,NA,NA,3,553,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",782,"Die Wüste Dahna liegt in Saudi-Arabien.","SetC","True","No",NA,NA,NA,4,546,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",783,"Jimmy Carter war der einzige geschiedene US-Präsident.","SetC","False","No",NA,NA,NA,4,3179,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",784,"John Wayne hieß in Wirklichkeit Jonathan Walter Miller.","SetC","False","No",NA,NA,NA,5,614,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",785,"Der neue Airbus A380 kann maximal 777 Passagiere transportieren. ","SetC","False","No",NA,NA,NA,4,1020,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",786,"Bolivien ist der kleinste Binnenstaat Südamerikas. ","SetA","False","Yes",NA,NA,NA,3,1586,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",787,"Morpheus ist der griechische Gott der Träume.","SetA","True","Yes",NA,NA,NA,4,873,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",788,"Der erste Geldautomat wurde bereits 1939 von der City Bank of New York betrieben.","SetC","True","No",NA,NA,NA,3,1146,"selected"
"TE_Experiment1",1,1,1,2,"JudgmentsP2",789,"In Deutschland leiden ca. 1 Millionen Menschen an Alzheimer.","SetC","True","No",NA,NA,NA,5,666,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",1,"Die Luftpumpe ist eine französische Erfindung.","SetD","False",NA,"No",NA,NA,4,1244,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",2,"Das hawaiianische Alphabet besteht aus nur 12 Buchstaben.","SetB","True",NA,"Yes",NA,NA,3,1007,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",3,"Die Torstangen im Eishockey sind rot.","SetD","True",NA,"No",NA,NA,4,2321,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",4,"Das Capybara ist das größte aller Beuteltiere.","SetD","False",NA,"No",NA,NA,4,914,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",5,"Ein Menschenfloh kann 20cm hoch springen.","SetB","True",NA,"Yes",NA,NA,4,1194,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",6,"Jürgen Klinsmann erhielt bei Bayern München den Spitznamen ""Flipper"".","SetB","True",NA,"Yes",NA,NA,3,699,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",7,"Balsaholz ist die schwerste aller Holzarten.","SetB","False",NA,"Yes",NA,NA,4,712,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",8,"Gisèle Bündchen hat einen Zwillingsbruder.","SetD","False",NA,"No",NA,NA,3,4202,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",9,"Der griechische Gott Apollon ist der Schutzherr der Küste.","SetD","True",NA,"No",NA,NA,4,865,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",10,"König Karl IV von Frankreich wurde auch ""Karl der Böse"" genannt.","SetD","False",NA,"No",NA,NA,4,569,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",11,"Die Gruppe Tokio Hotel hieß früher ""Devilish"".","SetD","True",NA,"No",NA,NA,5,1639,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",12,"Es gibt drei amerikanische Städte, die ""Santa Claus"" heißen.","SetB","True",NA,"Yes",NA,NA,5,705,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",13,"Kendo ist eine aus Japan stammende waffenlose Kampfsportart.","SetB","False",NA,"Yes",NA,NA,5,1122,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",14,"Tom Cruise ist Legastheniker.","SetD","True",NA,"No",NA,NA,5,748,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",15,"Henry Maske wurde Weltmeister im Cruisergewicht. ","SetD","False",NA,"No",NA,NA,3,612,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",16,"Das Osterfest fällt immer auf den ersten Sonntag nach Neumond nach dem 21. März.","SetD","False",NA,"No",NA,NA,5,1866,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",17,"Der größte Riesenmammutbaum der Welt heißt ""King Arthur"".","SetD","False",NA,"No",NA,NA,5,634,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",18,"Sumatra ist die viertgrößte Insel der Welt. ","SetB","False",NA,"Yes",NA,NA,5,778,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",19,"Von allen Staaten hat Singapur die höchste Einwohnerdichte.","SetD","False",NA,"No",NA,NA,3,600,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",20,"Seoul bedeutet auf koreanisch ""Die Hauptstadt"".","SetB","True",NA,"Yes",NA,NA,4,875,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",21,"Eine Stubenfliege hat eine maximale Lebensdauer von 70 Tagen.","SetB","True",NA,"Yes",NA,NA,5,867,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",22,"Der Segozero in Russland ist der größte See Europas.","SetD","False",NA,"No",NA,NA,4,3316,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",23,"Die italienische Flagge wurde von Giuseppe Garibaldi entworfen.","SetB","False",NA,"Yes",NA,NA,4,1066,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",24,"Die Tanne ist der Nadelbaum mit den längsten Nadeln.","SetB","False",NA,"Yes",NA,NA,5,809,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",25,"Bei einer HIV-Infizierung sind die weißen Blutkörperchen von dem Virus befallen.","SetD","True",NA,"No",NA,NA,4,2983,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",26,"Der Philosoph Platon war einer der besten Speerwerfer seiner Zeit.","SetD","False",NA,"No",NA,NA,5,659,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",27,"Mitgliedern der Nazi-SS wurde ihre Blutgruppe in die Achselhöhle tätowiert.","SetB","True",NA,"Yes",NA,NA,5,705,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",28,"Ein frei neben der Kirche stehender Glockenturm wird Kemenate genannt.","SetD","False",NA,"No",NA,NA,4,1657,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",29,"Der Biss der großen Blauringkrake führt innerhalb weniger Minuten zum Tod.","SetD","True",NA,"No",NA,NA,5,1102,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",30,"In Ecuador liegt die höchstgelegene Millionenstadt der Welt.","SetD","True",NA,"No",NA,NA,3,3654,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",31,"Richard Gere und Cindy Crawford ließen sich in Mexiko trauen.","SetB","False",NA,"Yes",NA,NA,4,705,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",32,"Tuberkulose wird durch Viren übertragen.","SetB","False",NA,"Yes",NA,NA,5,1778,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",33,"Die in Südamerika beheimatete Kammspinne zählt zu den drei giftigsten Spinnenarten der Welt.","SetB","True",NA,"Yes",NA,NA,5,1023,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",34,"Die Luftröhre eines Menschen ist durchschnittlich 24 cm lang. ","SetB","False",NA,"Yes",NA,NA,5,663,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",35,"Die Wüste Gobi ist eine Felswüste.","SetD","False",NA,"No",NA,NA,4,1839,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",36,"Albert Einstein heiratete seine Cousine.","SetB","True",NA,"Yes",NA,NA,4,2225,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",37,"Die Nachtwache ist das berühmteste Bild von Rembrandt.","SetD","True",NA,"No",NA,NA,5,1161,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",38,"Die Erde wird in 340 Längenkreise unterteilt.","SetD","True",NA,"No",NA,NA,3,1539,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",39,"Der Friedensvertrag, der den Deutsch-Französischen Krieg beendete, wurde in Frankfurt am Main geschlossen.","SetD","True",NA,"No",NA,NA,5,919,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",40,"11,9% der Erdoberfläche liegen 1000 Meter über dem Meeresspiegel. ","SetD","False",NA,"No",NA,NA,3,1570,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",41,"Nauru ist die kleinste souveräne Republik der Erde.","SetD","True",NA,"No",NA,NA,4,2880,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",42,"Die Hälfte der Bürger Albaniens ist jünger als 30 Jahre.","SetB","False",NA,"Yes",NA,NA,5,689,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",43,"Das Lieblingsgetränk von Benedikt XVI. ist Fanta.","SetB","True",NA,"Yes",NA,NA,3,678,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",44,"Lachse können bis zu 20 Jahre alt werden. ","SetB","False",NA,"Yes",NA,NA,4,786,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",45,"Ein Schwan trägt ca. 50.000 Federn am Körper.","SetB","False",NA,"Yes",NA,NA,5,786,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",46,"Tennis wurde in englischen Klöstern erfunden. ","SetB","False",NA,"Yes",NA,NA,5,883,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",47,"Der Null-Meridian läuft durch den Londoner Stadtteil Kingston.","SetD","False",NA,"No",NA,NA,4,1246,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",48,"Eine wirkungsvolle Art eine Kakerlake zu töten ist ihr den Kopf abzutrennen.","SetD","False",NA,"No",NA,NA,2,2104,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",49,"Schwebfliegen sind die einzigen Insekten die rückwärts fliegen können.","SetB","False",NA,"Yes",NA,NA,4,1086,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",50,"Das Zwerghörnchen ist das kleinste Säugetier Europas.","SetB","False",NA,"Yes",NA,NA,4,1881,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",51,"Die Gebrüder Montgolfier entwarfen den ersten Fallschirm.","SetB","False",NA,"Yes",NA,NA,5,1243,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",52,"Julius Cäsar und Alexander der Große litten beide unter Epilepsie.","SetD","True",NA,"No",NA,NA,5,1382,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",53,"Der Javagraben ist die tiefste Meerestiefe der Welt.","SetB","False",NA,"Yes",NA,NA,5,686,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",54,"Schären sind Talgletscher in Skandinavien.","SetB","False",NA,"Yes",NA,NA,4,529,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",55,"Tony Blair und Rowan Atkinson gingen auf die gleiche Schule.","SetD","True",NA,"No",NA,NA,4,1487,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",56,"Sauberer Schnee schmilzt schneller als schmutziger Schnee.","SetD","False",NA,"No",NA,NA,2,634,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",57,"Die Zielscheibe beim Gewehrschießen ist in 9 Kreise aufgeteilt.","SetD","True",NA,"No",NA,NA,4,850,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",58,"Die alten Perser kelterten den ersten Wein.","SetD","True",NA,"No",NA,NA,3,1680,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",59,"Die frühesten Vorläufer des Sudoku waren die lateinischen Quadrate des Mathematikers Leonhard Euler.","SetD","True",NA,"No",NA,NA,4,3778,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",60,"Auf jedem Kontinent gibt es eine Stadt die Rom heißt.","SetB","True",NA,"Yes",NA,NA,5,621,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",61,"Der heißeste Ort im jährlichen Mittel ist Duri in Somalia mit 34,4° Celsius.","SetD","False",NA,"No",NA,NA,2,1883,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",62,"Otto Rehhagel wurde 2004 als ""Grieche des Jahres"" ausgezeichnet.","SetD","True",NA,"No",NA,NA,6,1164,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",63,"Das einzige Bild, das Van Gogh zu seinen Lebzeiten verkaufte, war ""Der rote Weinberg"".","SetB","True",NA,"Yes",NA,NA,5,871,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",64,"Spanien schaffte als letztes aller EU-Länder 1996 die Todesstrafe ab.","SetD","False",NA,"No",NA,NA,4,839,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",65,"Sambia hieß früher Nordrhodesien.","SetD","True",NA,"No",NA,NA,4,690,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",66,"Markus Merk wurde Weltschiedsrichter des Jahres 2006.","SetB","False",NA,"Yes",NA,NA,4,1888,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",67,"Alexander Graham Bell erfand das Tragflügelboot.","SetB","True",NA,"Yes",NA,NA,4,1858,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",68,"Volleyball wurde in Florida erfunden.","SetB","False",NA,"Yes",NA,NA,5,1407,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",69,"Das erste Taschenbuch der Geschichte war Goethes ""Faust"".","SetD","True",NA,"No",NA,NA,5,553,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",70,"Disneyworld ist größer als die zehn kleinsten Länder der Erde.","SetD","False",NA,"No",NA,NA,3,2514,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",71,"In Uganda ist die Amtssprache Englisch.","SetB","True",NA,"Yes",NA,NA,5,937,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",72,"Bei Männern heißt übermäßiger Geschlechtstrieb nicht Nymphomanie sondern Satyriasis.","SetD","True",NA,"No",NA,NA,3,4895,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",73,"Ende 2003 waren in Deutschland 15 Atomkraftwerke am Netz. ","SetB","False",NA,"Yes",NA,NA,4,569,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",74,"Das Gehäuse des ersten Apple Computers bestand aus Aluminium.","SetD","False",NA,"No",NA,NA,4,1111,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",75,"Erdbeeren enthalten mehr Vitamin C als Orangen.","SetB","True",NA,"Yes",NA,NA,3,535,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",76,"Ein menschliches Haar wächst jährlich ca. 85 mm.","SetB","True",NA,"Yes",NA,NA,3,1084,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",77,"Dreifarbige Katzen sind fast immer weiblich.","SetB","True",NA,"Yes",NA,NA,2,622,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",78,"Mongolen geben Salz statt Zucker in ihren Tee.","SetD","True",NA,"No",NA,NA,4,1487,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",79,"Die Farbe von Hühnereiern kann man anhand der Farbe der Ohrenscheiben des Huhns voraussagen.","SetB","True",NA,"Yes",NA,NA,2,1370,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",80,"Ein Systemabsturz eines Mac-Rechners wird durch ein Warndreieck angezeigt.","SetD","False",NA,"No",NA,NA,4,1983,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",81,"Tiger haben nicht nur gestreiftes Fell, sondern auch gestreifte Haut.","SetB","True",NA,"Yes",NA,NA,5,830,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",82,"Den Haag ist der offizielle Verwaltungssitz der Niederlande. ","SetB","True",NA,"Yes",NA,NA,5,830,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",83,"Der Allradantrieb wurde 1938 in England erfunden.","SetB","False",NA,"Yes",NA,NA,3,727,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",84,"Die Schweden führten als erste Kartons anstelle von Milchflaschen ein.","SetB","True",NA,"Yes",NA,NA,4,689,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",85,"In Angola ist Spanisch die offizielle Amtssprache.","SetD","False",NA,"No",NA,NA,3,4264,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",86,"Laut EU-Vorschrift darf ein iPod die Lautstärke von 80 Dezibel nicht  überschreiten. ","SetB","False",NA,"Yes",NA,NA,5,746,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",87,"Kaiser Konstantin IV wurde auf Befehl seiner eigenen Mutter ermordet.","SetB","True",NA,"Yes",NA,NA,4,554,"selected"
"TE_Experiment1",1,1,2,3,"JudgmentsP3",88,"Die Maßeinheit für die Größe von Knöpfen heißt ""Linie"".","SetD","True",NA,"No",NA,NA,4,1291,"selected"
"TE_Experiment1",2,2,1,NA,"Buffer",1,"Die dänische Flagge ist die älteste unveränderte Nationalflagge der Welt.","Buffer",NA,NA,NA,4,9852,3,18117,NA
"TE_Experiment1",2,2,1,NA,"Buffer",2,"Der Weißmeer-Kanal ist der längste Kanal der Erde.","Buffer",NA,NA,NA,2,4279,2,2720,NA
"TE_Experiment1",2,2,1,NA,"Buffer",3,"IRA ist die Abkürzung für ""Irish Revolting Army"".","Buffer",NA,NA,NA,6,4357,1,6728,NA
"TE_Experiment1",2,2,1,NA,"Buffer",4,"Der Katzenwels besitzt mehr Geschmacksknospen als jedes andere Lebewesen.","Buffer",NA,NA,NA,3,4886,2,6730,NA
"TE_Experiment1",2,2,1,NA,"Buffer",5,"Ein Blatt Papier lässt sich genau achtmal in der Hälfte falten.","Buffer",NA,NA,NA,4,1460,2,23624,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",6,"Kanada hat die längste Küste von allen Staaten der Erde.","SetA","True","Yes","No",4,803,4,26012,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",7,"Alexander Graham Bell erfand das Tragflügelboot.","SetB","True","No","Yes",4,1222,2,2118,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",8,"Ende 2003 waren in Deutschland 15 Atomkraftwerke am Netz. ","SetB","False","No","Yes",3,1935,4,1438,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",9,"Volleyball wurde in Florida erfunden.","SetB","False","No","Yes",1,1560,4,899,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",10,"Der Allradantrieb wurde 1938 in England erfunden.","SetB","False","No","Yes",2,1912,3,1714,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",11,"Kendo ist eine aus Japan stammende waffenlose Kampfsportart.","SetB","False","No","Yes",3,2917,5,983,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",12,"Das Schnabeltier gehört nicht zur Gattung der Säugetiere.","SetA","False","Yes","No",5,1719,1,5535,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",13,"Der Name BenQ steht für Bringing Enjoyment and Quality to Life.","SetA","True","Yes","No",2,1444,3,4626,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",14,"Die Tanne ist der Nadelbaum mit den längsten Nadeln.","SetB","False","No","Yes",3,2863,1,5423,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",15,"Ein Schwan trägt ca. 50.000 Federn am Körper.","SetB","False","No","Yes",3,8035,4,3443,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",16,"Der Bereich zwischen den Augenbrauen heißt Glabella.","SetA","True","Yes","No",2,2209,3,1092,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",17,"Der Javagraben ist die tiefste Meerestiefe der Welt.","SetB","False","No","Yes",4,5181,1,1890,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",18,"Freddie Mercurys richtiger Name lautete Farrokh Bulsara.","SetA","True","Yes","No",5,2735,5,5984,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",19,"Eine Stubenfliege hat eine maximale Lebensdauer von 70 Tagen.","SetB","True","No","Yes",4,2508,4,1082,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",20,"Schwebfliegen sind die einzigen Insekten die rückwärts fliegen können.","SetB","False","No","Yes",4,1261,3,2211,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",21,"Das hawaiianische Alphabet besteht aus nur 12 Buchstaben.","SetB","True","No","Yes",5,2521,3,987,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",22,"Sheryl Crow war Hürdenläuferin.","SetA","True","Yes","No",2,3089,4,1186,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",23,"Die italienische Flagge wurde von Giuseppe Garibaldi entworfen.","SetB","False","No","Yes",5,1720,5,1034,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",24,"Die Luftröhre eines Menschen ist durchschnittlich 24 cm lang. ","SetB","False","No","Yes",3,2636,4,1683,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",25,"Ein menschliches Haar wächst jährlich ca. 85 mm.","SetB","True","No","Yes",5,919,3,14699,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",26,"Tiger haben nicht nur gestreiftes Fell, sondern auch gestreifte Haut.","SetB","True","No","Yes",5,928,3,22245,NA
"TE_Experiment1",2,2,1,1,"JudgmentsP1",27,"In Uganda ist die Amtssprache Englisch.","SetB","True","No","Yes",5,845,4,843,NA
